,Name,School,G,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,TRB,AST,STL,BLK,TOV,PF,PTS,SOS,NBATRB,NBAAST,NBASTL,NBABLK,NBAPTS,Pk,Tm,Year,Pos
0,Kenyon Martin,Cincinnati,116.0,23.7,4.4,7.5,0.586,4.4,7.5,0.59,0.0,0.1,0.222,2.2,3.7,0.581,7.5,1.2,1.1,2.5,1.6,2.0,11.0,6.65,7.4,1.9,1.1,1.7,12.0,1,NJN,2000,PF
1,Stromile Swift,LSU,50.0,26.6,5.1,9.0,0.56,4.9,8.4,0.585,0.2,0.7,0.242,3.1,5.1,0.613,7.0,0.7,1.3,2.6,2.5,2.6,13.4,5.84,3.6,0.4,0.8,1.0,4.9,2,VAN,2000,PF
2,Marcus Fizer,Iowa State,97.0,32.9,7.1,13.9,0.511,6.9,13.2,0.524,0.2,0.7,0.292,4.4,6.3,0.7020000000000001,7.4,1.0,0.9,0.9,2.3,1.9,18.9,6.27,4.3,1.1,0.4,0.3,9.5,4,CHI,2000,PF
3,Mike Miller,Florida,65.0,26.7,4.5,9.2,0.483,3.3,5.8,0.565,1.2,3.5,0.345,3.1,4.4,0.718,6.0,2.3,1.2,0.3,2.2,1.9,13.3,7.07,4.0,1.7,0.6,0.2,11.9,5,ORL,2000,SF
4,DerMarr Johnson,Cincinnati,32.0,27.5,4.4,9.2,0.478,2.8,4.8,0.575,1.6,4.4,0.371,2.2,3.0,0.737,3.8,1.4,1.0,0.9,1.4,2.0,12.6,8.5,2.3,0.8,0.6,0.4,5.1,6,ATL,2000,SF
5,Chris Mihm,Texas,96.0,31.4,5.2,10.4,0.4970000000000001,5.1,10.1,0.503,0.1,0.3,0.3,4.2,6.1,0.684,9.8,0.6,0.4,2.8,2.4,1.9,14.6,7.62,4.7,0.3,0.3,0.9,7.6,7,CHI,2000,C
6,Jamal Crawford,Michigan,17.0,33.9,6.2,15.0,0.412,4.2,9.1,0.468,1.9,5.9,0.327,2.4,3.0,0.784,2.8,4.5,1.1,0.9,3.1,1.1,16.6,9.27,1.5,2.3,0.7,0.2,4.6,8,CLE,2000,PG
7,Keyon Dooling,Missouri,59.0,28.1,3.8,9.2,0.411,2.6,5.8,0.452,1.1,3.4,0.338,3.4,4.7,0.733,2.4,3.4,1.3,0.5,2.3,1.7,12.1,6.05,1.2,2.3,0.5,0.1,5.9,10,ORL,2000,PG
8,Jerome Moiso,UCLA,62.0,26.8,4.9,9.8,0.495,4.8,9.5,0.505,0.1,0.4,0.227,2.2,3.5,0.614,6.8,1.1,1.0,1.3,2.3,2.8,12.0,9.47,1.8,0.1,0.1,0.2,1.5,11,BOS,2000,C
9,Mateen Cleaves,Michigan State,123.0,29.6,4.4,10.8,0.406,3.2,7.1,0.454,1.2,3.7,0.313,2.6,3.5,0.738,2.1,6.6,1.6,0.1,3.8,1.6,12.5,9.5,1.7,2.7,0.6,0.0,5.4,14,DET,2000,PG
10,Desmond Mason,Oklahoma State,129.0,30.0,4.8,9.8,0.486,3.8,7.1,0.529,1.0,2.7,0.3720000000000001,2.6,3.6,0.731,6.2,1.1,1.2,0.7,1.7,2.1,13.2,5.94,3.2,0.8,0.5,0.3,5.9,17,SEA,2000,SF
11,Quentin Richardson,DePaul,64.0,34.2,6.3,14.0,0.454,4.5,9.0,0.5,1.8,5.0,0.369,3.4,4.7,0.728,10.2,1.6,0.9,0.3,2.2,2.3,17.9,7.85,3.4,0.8,0.6,0.1,8.1,18,LAC,2000,SG
12,Speedy Claxton,Hofstra,119.0,33.8,5.9,12.6,0.468,5.4,10.9,0.491,0.5,1.7,0.322,4.5,6.1,0.748,4.8,5.5,2.4,0.3,3.0,1.6,16.9,-4.42,2.4,3.0,1.4,0.1,7.2,20,PHI,2000,PG
13,Morris Peterson,Michigan State,137.0,23.4,4.1,8.5,0.484,3.0,5.6,0.537,1.1,2.8,0.377,2.3,3.1,0.746,4.7,0.9,0.9,0.3,1.5,1.7,11.6,9.41,3.2,1.3,0.8,0.3,9.3,21,TOR,2000,SG
14,Donnell Harvey,Florida,37.0,20.2,3.9,7.7,0.507,3.9,7.6,0.509,0.0,0.0,0.0,2.3,3.8,0.61,7.0,1.0,0.7,0.8,1.6,2.7,10.1,8.51,1.1,0.1,0.2,0.1,1.2,22,NYK,2000,PF
15,Erick Barkley,St. John's (NY),65.0,34.8,4.9,12.3,0.396,3.2,7.2,0.444,1.6,5.0,0.328,3.2,4.4,0.727,3.1,4.6,2.6,0.3,2.2,2.4,14.6,8.02,0.4,0.8,0.3,0.0,2.4,28,POR,2000,PG
16,Mark Madsen,Stanford,108.0,24.8,4.0,6.8,0.5870000000000001,4.0,6.7,0.589,0.0,0.0,0.0,3.0,5.0,0.596,7.9,0.6,0.4,0.6,1.3,1.9,10.9,8.67,2.2,0.3,0.1,0.1,2.0,29,LAL,2000,PF
17,Dan Langhi,Vanderbilt,121.0,27.4,4.0,9.0,0.445,2.9,6.0,0.475,1.1,3.0,0.383,3.3,3.9,0.831,4.6,0.7,0.5,0.2,1.7,1.2,12.4,7.24,1.2,0.1,0.2,0.0,2.7,31,DAL,2000,SF
18,Khalid El-Amin,UConn,108.0,30.3,5.4,12.9,0.416,3.6,7.8,0.456,1.8,5.1,0.355,2.7,3.3,0.8220000000000001,3.0,4.4,1.7,0.1,2.6,1.4,15.3,8.09,1.6,2.9,1.0,0.0,6.3,34,CHI,2000,PG
19,Mike Smith,Louisiana-Monroe,55.0,35.2,6.4,15.0,0.428,4.1,7.5,0.537,2.4,7.4,0.318,4.1,5.3,0.769,8.2,2.7,1.6,0.8,4.4,1.5,19.3,-5.55,1.3,0.6,0.3,0.2,3.0,35,WAS,2000,SF
20,Eddie House,Arizona State,124.0,33.4,6.2,14.5,0.425,4.1,9.0,0.462,2.0,5.5,0.366,2.2,2.7,0.7979999999999999,4.0,3.3,2.1,0.2,2.1,1.8,16.5,8.01,0.8,1.0,0.3,0.0,5.0,37,MIA,2000,PG
21,Eduardo Najera,Oklahoma,126.0,31.3,4.9,11.3,0.43,4.2,9.0,0.467,0.7,2.3,0.28800000000000003,2.7,4.0,0.669,7.2,1.7,1.5,0.7,2.1,2.2,13.1,5.16,2.4,0.7,0.3,0.2,3.3,38,HOU,2000,PF
22,Lavor Postell,St. John's (NY),129.0,29.3,3.8,8.9,0.43,3.1,6.7,0.464,0.7,2.2,0.326,2.7,3.4,0.789,5.6,1.6,1.0,0.4,1.8,1.8,11.1,7.77,1.0,0.2,0.2,0.1,2.3,39,NYK,2000,SG
23,Hanno Mottola,Utah,120.0,25.1,4.5,9.0,0.5,3.9,7.2,0.542,0.6,1.8,0.333,2.9,3.7,0.774,4.6,1.2,0.3,0.4,1.8,2.2,12.4,4.49,2.4,0.3,0.2,0.1,4.4,40,ATL,2000,SF
24,Michael Redd,Ohio State,96.0,33.1,7.3,16.3,0.448,6.0,12.2,0.491,1.3,4.1,0.319,3.7,5.7,0.649,6.2,2.5,1.6,0.1,2.3,1.2,19.6,8.26,0.7,0.2,0.2,0.0,2.2,43,MIL,2000,SG
25,Brian Cardinal,Purdue,132.0,28.0,3.8,8.1,0.461,2.8,5.4,0.508,1.0,2.7,0.365,3.5,4.6,0.7609999999999999,5.7,2.1,2.0,0.3,1.9,3.1,12.0,10.03,1.5,0.2,0.5,0.1,2.1,44,DET,2000,PF
26,Jabari Smith,LSU,61.0,29.1,4.4,8.3,0.532,4.0,7.0,0.579,0.4,1.4,0.298,3.3,5.1,0.639,8.2,2.1,0.9,1.1,3.0,2.6,12.6,5.84,0.9,0.7,0.4,0.0,2.9,45,SAC,2000,C
27,Jason Hart,Syracuse,132.0,33.9,4.0,10.1,0.393,2.9,6.9,0.424,1.1,3.2,0.326,2.4,3.3,0.7120000000000001,3.3,5.4,2.5,0.1,3.2,2.0,11.4,7.2,0.0,1.0,0.0,0.0,2.0,49,MIL,2000,PG
28,Kaniel Dickens,Idaho,55.0,22.2,3.3,6.9,0.483,3.1,6.3,0.4970000000000001,0.2,0.7,0.35100000000000003,2.4,3.8,0.63,5.7,0.6,0.9,0.7,2.0,2.2,9.3,-0.17,0.7,0.0,0.0,0.0,2.3,50,UTA,2000,PF
29,Chris Porter,Auburn,56.0,28.9,5.7,12.2,0.467,5.5,11.5,0.477,0.2,0.7,0.308,3.7,5.7,0.6509999999999999,8.0,1.1,2.1,0.4,2.2,2.6,15.3,6.57,3.7,1.2,0.9,0.1,8.6,55,GSW,2000,SF
30,Jason Richardson,Michigan State,70.0,21.7,3.7,7.4,0.503,2.9,5.3,0.551,0.8,2.1,0.383,1.4,2.1,0.649,5.0,1.4,0.8,0.5,1.1,1.9,9.6,9.73,4.3,3.0,1.3,0.4,14.4,5,GSW,2001,SG
31,Shane Battier,Duke,146.0,31.4,4.5,8.9,0.5,2.8,4.9,0.57,1.7,4.1,0.416,3.0,3.8,0.777,6.1,1.6,1.8,1.7,1.2,1.6,13.6,10.08,5.4,2.8,1.6,1.0,14.4,6,MEM,2001,SF
32,Eddie Griffin,Seton Hall,30.0,32.6,6.9,16.0,0.429,5.5,11.7,0.469,1.4,4.3,0.32,2.7,3.6,0.7340000000000001,10.8,1.6,0.9,4.4,2.2,2.4,17.8,6.03,5.7,0.7,0.2,1.8,8.8,7,NJN,2001,PF
33,Rodney White,Charlotte,28.0,30.9,6.7,13.8,0.487,5.5,10.4,0.5329999999999999,1.2,3.4,0.34700000000000003,4.1,5.7,0.713,6.5,1.5,1.2,0.7,2.9,2.6,18.7,7.91,1.1,0.8,0.6,0.1,3.5,9,DET,2001,SF
34,Joe Johnson,Arkansas,53.0,30.3,5.7,12.2,0.466,4.5,9.3,0.485,1.2,2.9,0.406,2.4,3.2,0.753,6.1,2.4,1.7,0.5,2.5,1.7,15.0,6.96,3.3,2.3,0.8,0.3,7.5,10,BOS,2001,SG
35,Richard Jefferson,Arizona,84.0,26.3,4.0,8.1,0.49,3.3,6.2,0.528,0.7,1.9,0.368,2.5,3.5,0.718,5.0,2.8,0.6,0.8,2.7,2.6,11.2,10.19,3.7,1.8,0.8,0.6,9.4,13,HOU,2001,SF
36,Troy Murphy,Notre Dame,94.0,35.1,7.2,14.6,0.496,6.6,12.5,0.522,0.7,2.0,0.335,6.2,8.0,0.777,9.8,1.7,1.2,1.3,3.0,2.9,21.4,6.35,3.9,0.9,0.4,0.3,5.9,14,GSW,2001,PF
37,Steven Hunter,DePaul,63.0,24.6,4.0,6.8,0.586,4.0,6.8,0.589,0.0,0.0,0.0,1.9,3.2,0.6,4.7,0.4,0.2,2.0,1.6,2.2,9.9,7.92,1.8,0.1,0.1,0.8,3.6,15,ORL,2001,C
38,Kirk Haston,Indiana,96.0,26.8,5.7,12.0,0.473,5.4,11.2,0.48,0.3,0.7,0.366,3.0,4.2,0.7170000000000001,7.8,1.2,0.8,1.1,2.0,2.7,14.6,10.88,1.3,0.3,0.0,0.1,1.7,16,CHH,2001,PF
39,Jason Collins,Stanford,73.0,22.1,3.6,5.9,0.612,3.4,5.5,0.623,0.2,0.4,0.444,3.4,4.8,0.716,6.6,0.8,0.5,1.2,1.5,2.2,10.8,8.87,3.9,1.1,0.4,0.6,4.5,18,HOU,2001,C
40,Zach Randolph,Michigan State,33.0,19.8,4.2,7.1,0.5870000000000001,4.2,7.1,0.59,0.0,0.0,0.0,2.4,3.8,0.635,6.7,1.0,0.7,0.7,1.6,1.8,10.8,9.54,1.7,0.3,0.2,0.1,2.8,19,POR,2001,PF
41,Joseph Forte,UNC,69.0,33.9,6.9,15.3,0.454,5.3,10.9,0.489,1.6,4.4,0.368,3.2,4.0,0.81,5.8,3.0,1.8,0.4,2.4,2.0,18.7,11.79,0.8,0.8,0.3,0.0,0.8,21,BOS,2001,SG
42,Jeryl Sasser,SMU,117.0,35.0,5.8,14.6,0.394,4.6,10.6,0.438,1.1,4.1,0.28,4.4,6.2,0.71,8.3,3.2,1.7,0.6,2.7,1.3,17.0,2.13,1.0,0.3,0.4,0.0,1.4,22,ORL,2001,SG
43,Brandon Armstrong,Pepperdine,65.0,30.4,6.6,15.1,0.439,4.4,9.5,0.467,2.2,5.6,0.391,2.7,3.2,0.8240000000000001,3.2,1.5,1.7,0.2,1.9,2.6,18.1,2.56,0.5,0.2,0.2,0.0,1.8,23,HOU,2001,SG
44,Gerald Wallace,Alabama,36.0,22.9,3.5,8.0,0.438,3.2,6.3,0.511,0.3,1.8,0.175,2.4,4.3,0.568,6.0,1.5,1.2,1.0,2.4,2.4,9.8,6.27,1.6,0.5,0.4,0.1,3.2,25,SAC,2001,SF
45,Jamaal Tinsley,Iowa State,68.0,32.5,4.2,10.8,0.388,3.4,8.4,0.405,0.8,2.3,0.327,3.4,4.9,0.685,4.5,6.3,2.6,0.8,4.0,2.9,12.5,6.0,3.7,8.1,1.7,0.5,9.4,27,MEM,2001,PG
46,Trenton Hassell,Austin Peay,84.0,36.2,6.9,14.6,0.471,5.4,10.4,0.523,1.5,4.2,0.345,4.1,5.3,0.779,8.2,4.5,1.1,0.7,3.4,1.5,19.4,-3.83,3.3,2.2,0.7,0.6,8.7,30,CHI,2001,SG
47,Gilbert Arenas,Arizona,70.0,30.5,5.6,12.1,0.466,4.1,7.9,0.523,1.5,4.2,0.361,3.0,4.0,0.738,3.8,2.2,1.9,0.2,2.7,2.4,15.8,11.13,2.8,3.7,1.5,0.2,10.9,31,GSW,2001,PG
48,Omar Cook,St. John's (NY),29.0,38.2,4.9,13.5,0.36,2.5,5.9,0.424,2.3,7.6,0.309,3.3,4.4,0.742,3.0,8.7,2.3,0.2,5.1,2.8,15.3,8.27,0.4,1.4,0.6,0.0,0.8,32,ORL,2001,PG
49,Will Solomon,Clemson,94.0,29.1,5.0,12.7,0.392,2.7,6.5,0.418,2.3,6.2,0.366,3.0,4.1,0.7170000000000001,2.8,2.6,1.2,0.4,3.4,2.5,15.2,7.43,1.1,1.5,0.6,0.1,5.2,33,MEM,2001,SG
50,Terence Morris,Maryland,136.0,29.8,4.7,9.6,0.495,4.0,7.4,0.542,0.7,2.2,0.338,2.5,3.2,0.78,6.8,1.7,1.2,1.9,2.2,1.9,12.7,10.41,3.1,0.9,0.3,0.4,3.8,34,ATL,2001,SF
51,Brian Scalabrine,USC,92.0,33.0,5.7,11.2,0.513,5.2,9.7,0.5379999999999999,0.5,1.5,0.343,3.7,4.8,0.77,6.1,2.7,1.0,0.9,3.4,2.7,15.7,9.08,1.8,0.8,0.3,0.1,2.1,35,NJN,2001,PF
52,Jeff Trepagnier,USC,106.0,31.3,4.1,8.6,0.471,3.5,6.7,0.521,0.6,1.9,0.298,1.9,2.9,0.659,5.2,1.4,1.9,1.0,2.0,2.1,10.6,8.68,1.0,1.0,0.7,0.3,1.5,36,CLE,2001,SG
53,Damone Brown,Syracuse,113.0,29.2,4.3,8.7,0.4970000000000001,4.2,7.9,0.525,0.2,0.8,0.225,2.0,2.7,0.742,6.0,1.1,1.0,0.8,1.6,2.4,10.9,6.91,0.2,0.1,0.1,0.1,1.4,37,PHI,2001,SF
54,Earl Watson,UCLA,129.0,34.5,4.0,8.9,0.45,3.0,5.9,0.507,1.0,3.0,0.341,2.2,3.3,0.654,3.8,4.7,1.8,0.4,3.5,2.2,11.2,10.51,1.3,2.0,0.9,0.1,3.6,40,SEA,2001,PG
55,Jamison Brewer,Auburn,58.0,23.2,2.1,4.5,0.456,1.8,3.5,0.525,0.2,1.0,0.22,1.3,2.5,0.527,4.7,4.1,1.1,0.1,2.2,1.3,5.7,7.67,0.6,0.7,0.2,0.0,0.3,41,IND,2001,SG
56,Bobby Simmons,DePaul,93.0,31.6,4.3,10.1,0.428,3.0,6.2,0.49,1.3,3.9,0.331,3.6,4.6,0.7829999999999999,7.5,2.2,1.3,0.2,2.5,2.9,13.6,7.91,1.7,0.6,0.4,0.2,3.7,42,SEA,2001,SF
57,Sean Lampley,California,123.0,32.1,5.4,10.9,0.494,5.2,10.2,0.512,0.1,0.7,0.21,3.6,5.3,0.6709999999999999,7.2,2.4,0.7,0.6,3.1,2.0,14.4,8.38,2.4,0.9,0.2,0.1,4.8,45,CHI,2001,SF
58,Jarron Collins,Stanford,129.0,24.5,2.9,5.5,0.52,2.8,5.4,0.527,0.0,0.1,0.25,2.6,3.9,0.669,5.5,1.1,0.6,0.4,1.3,1.8,8.4,8.87,4.2,0.8,0.4,0.3,6.4,53,UTA,2001,C
59,Kenny Satterfield,Cincinnati,68.0,31.5,3.9,9.8,0.403,3.0,6.8,0.4370000000000001,1.0,3.0,0.32299999999999995,3.1,3.9,0.78,4.1,5.2,1.4,0.1,3.3,2.4,11.9,8.17,1.4,3.0,0.9,0.0,5.3,54,DAL,2001,PG
60,Jay Williams,Duke,108.0,33.1,6.6,14.6,0.453,3.7,7.2,0.514,2.9,7.4,0.393,3.1,4.7,0.6709999999999999,3.7,6.0,2.2,0.1,3.9,2.3,19.3,10.0,2.6,4.7,1.1,0.2,9.5,2,CHI,2002,PG
61,Drew Gooden,Kansas,98.0,26.2,6.1,12.3,0.493,5.9,11.7,0.503,0.2,0.6,0.306,3.3,4.7,0.698,9.2,1.6,1.1,1.1,2.6,2.5,15.6,9.39,6.5,1.2,0.8,0.5,12.5,4,MEM,2002,SF
62,Dajuan Wagner,Memphis,36.0,31.8,7.4,18.0,0.41,5.5,12.2,0.453,1.8,5.8,0.317,4.6,6.4,0.722,2.5,3.6,1.2,0.6,2.9,2.8,21.2,4.72,1.7,2.8,0.8,0.1,13.4,6,CLE,2002,SG
63,Chris Wilcox,Maryland,70.0,16.6,3.2,6.2,0.52,3.2,6.1,0.522,0.0,0.0,0.0,1.5,2.6,0.589,4.7,1.0,0.5,1.0,1.0,2.0,7.9,10.19,2.3,0.5,0.2,0.3,3.7,8,LAC,2002,PF
64,Caron Butler,UConn,63.0,34.5,6.4,13.8,0.465,5.7,11.9,0.482,0.7,1.9,0.364,4.5,5.9,0.768,7.6,3.0,2.1,0.3,2.7,2.4,18.0,6.43,5.1,2.7,1.8,0.4,15.4,10,MIA,2002,SF
65,Jared Jeffries,Indiana,70.0,32.6,5.0,11.2,0.45,4.5,9.5,0.472,0.6,1.7,0.325,3.8,5.8,0.643,7.2,2.2,1.2,1.3,2.9,2.7,14.4,11.56,2.9,0.8,0.4,0.3,4.0,11,WAS,2002,SF
66,Melvin Ely,Fresno State,124.0,32.5,6.4,11.0,0.5770000000000001,6.4,11.0,0.578,0.0,0.0,0.333,3.0,4.6,0.648,7.5,1.1,0.8,2.9,2.4,2.3,15.7,4.4,3.3,0.3,0.2,0.6,4.5,12,LAC,2002,C
67,Marcus Haislip,Tennessee,89.0,17.1,3.1,5.9,0.53,2.7,4.7,0.568,0.4,1.1,0.373,1.7,2.5,0.705,3.4,0.5,0.3,1.3,1.1,2.4,8.4,9.77,1.4,0.2,0.2,0.5,4.1,13,MIL,2002,PF
68,Fred Jones,Oregon,125.0,28.2,4.4,9.2,0.481,3.3,5.7,0.568,1.2,3.5,0.338,3.1,3.9,0.805,5.0,2.9,1.2,0.6,2.4,2.5,13.2,8.05,0.5,0.3,0.3,0.1,1.2,14,IND,2002,SG
69,Juan Dixon,Maryland,141.0,28.4,5.7,12.1,0.468,4.0,7.8,0.513,1.7,4.4,0.389,3.0,3.6,0.85,4.2,2.6,2.4,0.2,2.5,2.0,16.1,9.73,1.7,1.0,0.6,0.1,6.4,17,WAS,2002,PG
70,Curtis Borchardt,Stanford,66.0,21.6,3.5,6.6,0.534,3.3,6.0,0.551,0.2,0.6,0.375,2.9,4.2,0.691,7.2,1.2,0.4,2.2,1.4,2.3,10.2,8.67,3.4,0.9,0.3,0.9,3.6,18,ORL,2002,C
71,Kareem Rush,Missouri,84.0,30.2,6.5,14.7,0.445,3.9,8.3,0.464,2.7,6.4,0.422,3.1,4.0,0.777,5.4,2.1,1.2,0.6,2.8,2.3,18.9,8.07,1.2,0.9,0.1,0.1,3.0,20,TOR,2002,PG
72,Casey Jacobsen,Stanford,95.0,31.8,5.8,12.2,0.47,3.4,6.8,0.505,2.3,5.5,0.4270000000000001,4.3,5.6,0.7709999999999999,3.8,2.7,0.5,0.1,2.0,1.4,18.1,8.67,1.2,1.0,0.5,0.1,5.1,22,PHO,2002,SF
73,Tayshaun Prince,Kentucky,135.0,29.8,4.8,10.5,0.457,3.3,5.9,0.556,1.5,4.6,0.329,2.0,2.7,0.743,5.6,1.9,0.8,1.1,1.7,1.4,13.1,11.42,1.1,0.6,0.2,0.3,3.3,23,DET,2002,SF
74,Frank Williams,Illinois,101.0,31.7,4.6,11.7,0.396,3.3,7.6,0.433,1.3,4.1,0.326,3.7,4.6,0.807,4.0,4.3,2.1,0.3,2.7,1.8,14.3,10.3,0.9,1.6,0.3,0.1,1.3,25,DEN,2002,PG
75,John Salmons,Miami (FL),124.0,30.8,3.6,7.7,0.466,2.9,5.5,0.523,0.7,2.2,0.321,2.5,3.1,0.805,5.5,3.5,1.5,0.7,2.6,2.5,10.4,6.25,0.9,0.7,0.3,0.1,2.1,26,SAS,2002,PG
76,Roger Mason,Virginia,89.0,29.6,4.4,10.0,0.436,2.8,5.9,0.479,1.5,4.1,0.375,3.6,4.1,0.8690000000000001,3.0,2.6,1.0,0.4,2.2,2.3,13.8,7.61,0.7,0.7,0.2,0.0,1.8,31,CHI,2002,SF
77,Vincent Yarbrough,Tennessee,127.0,30.4,4.8,11.0,0.44,3.4,6.8,0.5,1.4,4.1,0.34,2.6,3.8,0.687,6.8,2.3,1.7,1.0,2.2,1.9,13.7,8.94,2.7,2.2,1.0,0.6,6.9,33,DEN,2002,SG
78,Dan Gadzuric,UCLA,122.0,24.1,4.5,8.2,0.5479999999999999,4.5,8.2,0.5489999999999999,0.0,0.0,0.0,1.6,3.5,0.449,6.6,0.6,0.7,1.5,1.8,2.8,10.5,10.45,4.0,0.2,0.4,1.1,3.4,34,MIL,2002,C
79,Carlos Boozer,Duke,101.0,25.9,5.5,8.7,0.631,5.5,8.7,0.632,0.0,0.0,0.0,3.9,5.3,0.741,7.2,1.1,1.0,0.7,1.6,2.9,14.9,10.0,7.5,1.3,0.7,0.6,10.0,35,CLE,2002,PF
80,Tito Maddox,Fresno State,25.0,32.3,4.4,11.2,0.391,3.6,8.4,0.4270000000000001,0.8,2.8,0.28600000000000003,3.9,5.5,0.703,5.8,8.0,1.6,0.2,5.2,2.7,13.5,5.14,0.8,0.6,0.3,0.1,1.2,38,HOU,2002,SG
81,Lonny Baxter,Maryland,138.0,24.4,5.2,9.3,0.5529999999999999,5.1,9.3,0.5529999999999999,0.0,0.0,0.6,3.1,5.2,0.6,7.2,0.7,0.9,1.6,1.6,3.0,13.5,9.73,3.0,0.3,0.2,0.4,4.8,44,CHI,2002,C
82,Matt Barnes,UCLA,121.0,22.6,3.3,7.1,0.469,2.8,5.5,0.514,0.5,1.6,0.314,1.7,2.9,0.5660000000000001,4.8,2.0,1.0,0.4,2.0,2.2,8.8,10.45,4.0,1.3,0.7,0.1,4.5,46,MEM,2002,SF
83,Darius Songaila,Wake Forest,130.0,26.2,4.9,9.6,0.511,4.8,9.3,0.516,0.1,0.3,0.343,4.4,5.3,0.831,6.3,1.8,1.1,0.7,2.8,3.3,14.3,9.46,3.1,0.7,0.6,0.2,4.6,50,BOS,2002,PF
84,Rasual Butler,La Salle,110.0,38.3,6.8,16.7,0.409,4.3,9.6,0.447,2.6,7.1,0.359,3.1,3.7,0.8290000000000001,5.9,1.6,1.0,1.1,2.7,1.8,19.3,3.11,2.6,1.3,0.3,0.6,7.5,53,MIA,2002,SG
85,Tamar Slay,Marshall,114.0,28.8,5.5,12.4,0.443,3.3,6.7,0.491,2.2,5.7,0.386,2.5,3.4,0.7490000000000001,4.4,2.2,1.2,0.5,2.4,2.3,15.7,0.61,0.9,0.4,0.4,0.1,2.6,54,NJN,2002,SG
86,Carmelo Anthony,Syracuse,35.0,36.4,7.9,17.5,0.453,6.3,12.7,0.496,1.6,4.7,0.337,4.8,6.8,0.706,10.0,2.2,1.6,0.9,2.2,2.2,22.2,9.02,6.1,2.8,1.2,0.5,21.0,3,DEN,2003,SF
87,Chris Bosh,Georgia Tech,31.0,31.0,5.4,9.7,0.56,4.7,8.2,0.575,0.7,1.5,0.478,4.1,5.6,0.73,9.0,1.2,1.0,2.2,2.3,2.4,15.6,7.94,7.4,1.0,0.8,1.4,11.5,4,TOR,2003,C
88,Dwyane Wade,Marquette,65.0,30.7,7.3,14.8,0.494,6.8,13.3,0.512,0.5,1.5,0.333,4.6,6.2,0.745,6.5,3.9,2.3,1.2,3.1,2.4,19.7,6.03,4.0,4.5,1.4,0.6,16.2,5,MIA,2003,PG
89,Kirk Hinrich,Kansas,141.0,29.7,4.4,8.8,0.493,2.7,5.0,0.542,1.7,3.9,0.43,2.0,2.6,0.7759999999999999,3.8,4.7,1.5,0.4,2.7,2.7,12.4,9.68,3.4,6.8,1.3,0.3,12.0,7,CHI,2003,PG
90,Mike Sweetney,Georgetown,96.0,29.0,6.3,11.6,0.544,6.3,11.6,0.546,0.0,0.0,0.0,5.6,7.7,0.727,9.2,1.8,1.1,1.9,2.5,2.3,18.2,4.02,3.7,0.3,0.4,0.3,4.3,9,NYK,2003,PF
91,Nick Collison,Kansas,142.0,27.4,6.0,10.7,0.562,5.9,10.3,0.5710000000000001,0.2,0.5,0.359,2.5,4.0,0.624,8.0,1.8,1.1,1.7,2.4,2.9,14.8,9.68,4.6,0.4,0.4,0.6,5.6,12,SEA,2003,C
92,Marcus Banks,UNLV,63.0,34.3,6.0,12.2,0.495,5.0,9.1,0.551,1.0,3.1,0.33,5.0,6.8,0.731,3.3,4.3,2.5,0.2,3.6,2.9,18.1,4.77,1.6,2.2,1.1,0.2,5.9,13,MEM,2003,PG
93,Luke Ridnour,Oregon,96.0,33.6,4.5,10.5,0.429,2.4,5.0,0.472,2.1,5.4,0.389,3.5,4.1,0.8590000000000001,3.0,5.2,1.6,0.1,3.2,2.1,14.6,6.98,1.6,2.4,0.8,0.1,5.5,14,SEA,2003,PG
94,Reece Gaines,Louisville,125.0,31.6,5.1,11.2,0.452,3.3,6.5,0.502,1.8,4.7,0.383,3.6,4.9,0.75,3.4,3.8,1.5,0.2,2.7,2.5,15.6,7.91,1.0,1.1,0.3,0.1,1.8,15,ORL,2003,PG
95,Troy Bell,Boston College,122.0,35.7,6.2,14.7,0.424,3.8,8.1,0.467,2.5,6.6,0.3720000000000001,6.6,7.6,0.868,4.0,3.5,2.2,0.3,2.9,2.3,21.6,5.85,0.7,0.7,0.2,0.0,1.8,16,BOS,2003,PG
96,David West,Xavier,126.0,33.4,5.8,10.8,0.531,5.6,10.4,0.54,0.1,0.4,0.327,5.3,6.9,0.757,10.4,2.1,1.4,1.8,2.5,2.8,16.9,4.18,4.2,0.8,0.4,0.4,3.8,18,NOH,2003,PF
97,Brian Cook,Illinois,132.0,25.7,4.8,9.4,0.51,4.1,7.3,0.5579999999999999,0.7,2.1,0.339,2.9,3.7,0.7929999999999999,6.2,1.3,0.7,1.0,2.0,3.0,13.2,9.42,2.9,0.6,0.5,0.5,4.4,24,LAL,2003,C
98,Josh Howard,Wake Forest,127.0,27.8,5.1,10.5,0.483,4.2,8.1,0.522,0.9,2.4,0.353,2.9,4.0,0.708,6.6,1.9,1.7,1.1,2.2,2.9,13.9,9.17,5.5,1.4,1.0,0.8,8.6,29,DAL,2003,SF
99,Jason Kapono,UCLA,127.0,34.0,5.5,11.7,0.469,3.0,6.1,0.489,2.5,5.6,0.446,3.0,3.6,0.83,5.1,2.1,0.9,0.1,2.3,2.3,16.5,10.67,1.3,0.3,0.3,0.0,3.5,31,CLE,2003,SF
