Name,School,G,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,SOS,Year,Pos,Age,NBATRB,NBAAST,NBASTL,NBABLK,NBAPTS
Jeremy Evans,Western Kentucky,134.0,130.0,23.5,3.2,5.0,0.639,3.1,4.7,0.654,0.1,0.2,0.364,1.5,2.2,0.684,2.4,3.5,5.9,0.5,0.6,1.7,1.0,2.4,7.9,-1.72,2011,SF,23,2.0,0.5,0.3,0.3,3.6
Derrick Favors,Georgia Tech,36.0,35.0,27.5,5.0,8.1,0.611,5.0,8.1,0.613,0.0,0.0,0.0,2.5,4.0,0.629,3.0,5.4,8.4,1.0,0.9,2.1,2.5,2.6,12.4,9.02,2011,PF,19,5.3,0.5,0.4,0.9,6.8
Landry Fields,Stanford,129.0,65.0,23.6,3.9,8.4,0.463,3.1,6.0,0.51,0.8,2.3,0.342,2.3,3.3,0.6759999999999999,1.6,3.5,5.0,1.6,0.9,0.4,1.5,1.6,10.8,7.35,2011,SG,22,6.4,1.9,1.0,0.2,9.7
Paul George,Fresno State,63.0,63.0,33.9,5.1,11.4,0.447,3.1,6.5,0.485,1.9,4.9,0.396,3.4,4.2,0.8029999999999999,1.9,4.8,6.7,2.4,2.0,0.9,2.7,2.8,15.5,1.13,2011,SG,20,3.7,1.1,1.0,0.4,7.8
Blake Griffin,Oklahoma,68.0,63.0,30.9,7.1,11.5,0.618,7.1,11.4,0.622,0.0,0.1,0.3,4.5,7.7,0.589,3.6,8.3,11.8,2.1,1.1,1.0,2.8,2.5,18.8,7.37,2011,PF,21,12.1,3.8,0.8,0.5,22.5
Luke Harangody,Notre Dame,129.0,108.0,29.2,7.3,15.3,0.476,6.9,14.3,0.486,0.3,1.0,0.326,4.4,5.6,0.782,3.0,6.5,9.5,1.6,0.8,0.7,1.8,2.4,19.2,6.73,2011,PF,23,2.9,0.6,0.3,0.3,3.9
Manny Harris,Michigan,98.0,97.0,34.0,5.3,13.1,0.406,3.9,8.5,0.453,1.4,4.6,0.318,4.9,6.0,0.8270000000000001,1.6,4.1,5.7,3.7,1.5,0.4,3.2,1.9,17.0,9.04,2011,SG,21,2.6,1.6,0.6,0.1,5.9
Gordon Hayward,Butler,69.0,69.0,33.1,4.3,9.2,0.47,2.6,4.6,0.569,1.7,4.6,0.369,4.1,4.9,0.8240000000000001,1.7,5.7,7.4,1.8,1.3,0.9,2.0,2.1,14.4,3.57,2011,SF,20,1.9,1.1,0.4,0.3,5.4
Lazar Hayward,Marquette,138.0,118.0,26.4,4.8,10.7,0.452,3.6,7.3,0.4970000000000001,1.2,3.4,0.35700000000000004,2.6,3.3,0.789,2.2,4.4,6.6,0.9,1.1,0.3,1.7,2.7,13.5,7.79,2011,SF,24,1.7,0.7,0.3,0.2,3.8
Xavier Henry,Kansas,36.0,36.0,27.5,4.5,9.8,0.458,2.6,5.3,0.4920000000000001,1.9,4.6,0.418,2.5,3.2,0.7829999999999999,1.2,3.2,4.4,1.5,1.5,0.5,1.9,1.8,13.4,8.25,2011,SG,19,1.0,0.5,0.3,0.1,4.3
Damion James,Texas,142.0,140.0,29.3,5.0,10.4,0.479,4.2,8.4,0.506,0.7,2.0,0.364,2.8,4.4,0.64,2.9,6.3,9.3,1.1,1.0,1.1,1.8,2.8,13.5,7.54,2011,SF,23,3.4,0.8,0.6,0.5,4.4
Armon Johnson,Nevada,101.0,99.0,32.7,5.4,11.6,0.467,4.7,9.2,0.514,0.7,2.4,0.289,2.8,3.7,0.75,0.8,2.9,3.7,4.4,0.8,0.2,2.7,1.7,14.3,1.28,2011,PG,21,0.9,1.2,0.1,0.0,2.9
Chris Johnson,Dayton,138.0,93.0,24.9,3.4,7.9,0.4270000000000001,1.7,3.3,0.505,1.7,4.6,0.371,2.1,2.6,0.826,2.3,3.9,6.1,1.1,0.8,0.4,1.1,1.8,10.6,3.72,2011,C,25,2.3,0.2,0.2,0.6,2.4
Dominique Jones,South Florida,95.0,94.0,36.5,6.2,14.1,0.442,4.5,8.9,0.512,1.7,5.2,0.32299999999999995,4.8,6.5,0.737,1.5,3.9,5.4,3.5,1.5,0.4,2.6,2.6,18.9,7.32,2011,SG,22,1.4,1.1,0.3,0.2,2.3
Gani Lawal,Georgia Tech,99.0,91.0,24.3,4.5,8.2,0.5479999999999999,4.5,8.2,0.55,0.0,0.0,0.0,2.8,5.0,0.552,2.7,4.5,7.2,0.4,0.6,1.3,2.1,2.4,11.8,8.64,2011,PF,22,0.0,0.0,0.0,0.0,0.0
Jeremy Lin,Harvard,115.0,87.0,29.2,4.4,9.1,0.481,3.5,6.3,0.547,0.9,2.8,0.333,3.2,4.3,0.733,0.9,3.4,4.3,3.5,2.0,0.6,2.9,2.9,12.9,-4.84,2011,PG,22,1.2,1.4,1.1,0.3,2.6
Greg Monroe,Georgetown,65.0,65.0,32.6,5.3,9.8,0.5429999999999999,5.2,9.3,0.5579999999999999,0.1,0.5,0.273,3.7,5.5,0.677,2.1,6.1,8.2,3.2,1.5,1.5,2.9,2.5,14.5,9.26,2011,C,20,7.5,1.3,1.2,0.6,9.4
Larry Owens,Oral Roberts,66.0,48.0,29.0,4.3,7.9,0.545,3.9,6.7,0.58,0.4,1.2,0.34600000000000003,1.8,3.2,0.569,2.7,5.0,7.7,2.8,1.6,1.1,2.3,3.2,10.9,-2.2,2011,SF,28,1.3,0.7,0.8,0.4,3.3
Patrick Patterson,Kentucky,97.0,97.0,34.0,6.4,10.9,0.585,6.1,10.1,0.604,0.2,0.8,0.329,3.2,4.3,0.7340000000000001,2.9,5.3,8.2,1.5,0.7,1.6,1.6,2.1,16.1,6.24,2011,PF,21,3.8,0.8,0.3,0.7,6.3
Quincy Pondexter,Washington,136.0,102.0,27.3,4.8,9.5,0.503,4.4,8.3,0.528,0.4,1.2,0.327,3.1,4.1,0.768,2.4,3.2,5.6,1.7,0.8,0.3,1.9,2.5,13.1,7.55,2011,SF,22,1.3,0.4,0.3,0.2,2.8
Andy Rautins,Syracuse,127.0,65.0,24.4,2.8,7.1,0.396,0.6,1.2,0.506,2.2,5.9,0.374,0.9,1.2,0.763,0.4,2.2,2.6,2.7,1.4,0.2,1.7,1.9,8.8,7.83,2011,SG,24,0.2,0.6,0.2,0.0,1.6
Samardo Samuels,Louisville,70.0,70.0,27.1,4.8,8.8,0.5489999999999999,4.8,8.8,0.5489999999999999,0.0,0.0,0.0,3.8,5.5,0.6890000000000001,2.9,3.0,5.9,1.1,0.6,1.2,2.3,2.8,13.5,8.2,2011,PF,22,4.3,0.5,0.4,0.5,7.8
Larry Sanders,VCU,101.0,82.0,23.5,4.1,7.9,0.52,4.1,7.7,0.526,0.0,0.2,0.25,2.1,3.6,0.5770000000000001,2.5,5.2,7.7,0.5,0.6,2.7,1.5,3.1,10.3,-0.69,2011,C,22,3.0,0.3,0.4,1.2,4.3
Mustafa Shakur,Arizona,131.0,129.0,31.0,3.4,7.6,0.452,2.6,5.4,0.49,0.8,2.2,0.355,2.5,3.1,0.7859999999999999,0.7,3.0,3.7,5.1,1.2,0.1,3.0,2.2,10.1,8.88,2011,PG,26,1.0,1.1,0.2,0.1,2.3
Lance Stephenson,Cincinnati,34.0,32.0,28.2,4.8,10.8,0.44,4.3,8.7,0.495,0.5,2.1,0.219,2.3,3.5,0.664,1.9,3.5,5.4,2.5,0.9,0.2,2.4,1.9,12.3,8.45,2011,SG,20,1.5,1.8,0.3,0.0,3.1
Evan Turner,Ohio State,101.0,94.0,32.8,5.3,10.6,0.502,4.8,9.1,0.525,0.5,1.5,0.362,3.8,5.0,0.758,1.5,5.3,6.8,4.1,1.6,0.7,3.5,2.7,15.0,7.86,2011,SG,22,3.9,2.0,0.6,0.2,7.2
Ben Uzoh,Tulsa,141.0,140.0,32.3,4.7,10.3,0.454,3.4,6.8,0.508,1.2,3.5,0.349,3.3,4.2,0.782,1.2,3.8,5.0,3.0,1.1,0.7,2.4,1.7,13.8,2.63,2011,PG,22,1.5,1.6,0.3,0.2,3.8
Greivis Vasquez,Maryland,136.0,123.0,33.6,5.5,13.0,0.425,3.8,7.9,0.487,1.7,5.1,0.329,3.2,3.9,0.828,1.0,3.8,4.8,5.7,1.4,0.3,3.3,2.2,16.0,7.95,2011,SG,24,1.0,2.2,0.3,0.1,3.6
John Wall,Kentucky,37.0,37.0,34.8,5.5,11.8,0.461,4.5,8.8,0.509,1.0,3.1,0.325,4.7,6.3,0.754,0.8,3.5,4.3,6.5,1.8,0.5,4.0,1.9,16.6,6.82,2011,PG,20,4.6,8.3,1.8,0.5,16.4
Willie Warren,Oklahoma,57.0,53.0,31.7,4.9,10.6,0.459,3.2,5.8,0.55,1.7,4.9,0.35,3.8,4.8,0.7879999999999999,0.6,2.1,2.6,3.5,1.1,0.1,2.8,2.3,15.2,7.33,2011,PG,21,0.6,1.4,0.3,0.0,1.9
Hassan Whiteside,Marshall,34.0,23.0,26.1,4.9,9.4,0.524,4.8,9.2,0.522,0.1,0.1,0.6,3.2,5.5,0.588,2.7,6.2,8.9,0.3,0.6,5.4,1.9,2.4,13.1,1.57,2011,C,21,0.0,0.0,0.0,0.0,0.0
Lavoy Allen,Temple,135.0,130.0,32.2,4.4,8.2,0.534,4.2,7.7,0.5489999999999999,0.1,0.5,0.28800000000000003,1.6,2.4,0.6709999999999999,3.0,5.5,8.5,2.1,0.5,1.6,1.4,2.5,10.5,4.24,2012,PF,22,4.2,0.8,0.3,0.4,4.1
Keith Benson,Oakland,135.0,126.0,26.8,5.1,9.1,0.5579999999999999,5.0,8.9,0.562,0.1,0.2,0.379,3.9,5.7,0.679,2.5,5.7,8.2,0.7,0.5,2.7,1.4,2.8,14.1,-1.32,2012,C,23,1.0,0.0,0.0,0.0,0.0
MarShon Brooks,Providence,113.0,56.0,25.3,5.2,11.2,0.464,3.8,7.0,0.5429999999999999,1.4,4.2,0.333,2.6,3.6,0.7390000000000001,1.6,2.7,4.3,1.5,1.1,0.7,1.8,2.0,14.4,7.44,2012,SG,23,3.6,2.3,0.9,0.3,12.6
Alec Burks,Colorado,68.0,67.0,30.9,6.2,12.6,0.495,5.5,10.4,0.5329999999999999,0.7,2.2,0.313,5.9,7.3,0.804,2.2,3.6,5.8,2.4,1.1,0.4,2.3,2.4,19.0,6.65,2012,SG,20,2.2,0.9,0.5,0.1,7.2
Jimmy Butler,Marquette,106.0,69.0,29.6,3.7,7.2,0.508,3.3,6.4,0.525,0.3,0.9,0.383,4.3,5.6,0.773,2.3,3.1,5.5,1.7,1.1,0.5,1.0,1.7,12.0,8.21,2012,SG,22,1.3,0.3,0.3,0.1,2.6
Norris Cole,Cleveland State,140.0,106.0,29.4,4.8,11.1,0.435,3.8,8.0,0.48,1.0,3.1,0.321,3.5,4.2,0.826,0.6,2.5,3.2,3.3,1.5,0.1,2.0,2.2,14.1,1.92,2012,PG,23,1.4,2.0,0.7,0.0,6.8
Justin Dentmon,Washington,133.0,102.0,27.3,3.4,8.0,0.428,2.4,5.2,0.471,1.0,2.9,0.349,2.8,3.6,0.789,1.0,2.1,3.2,3.0,1.4,0.1,2.3,2.1,10.7,7.16,2012,PG,26,1.3,1.7,0.3,0.0,4.3
Jerome Dyson,UConn,113.0,106.0,30.4,4.6,11.9,0.39,3.4,8.1,0.423,1.2,3.8,0.318,4.0,5.4,0.735,1.1,2.8,3.9,2.9,1.7,0.5,2.8,2.6,14.4,7.64,2012,PG,24,2.1,2.0,1.2,0.2,7.4
Kenneth Faried,Morehead State,136.0,122.0,29.1,5.8,10.1,0.569,5.7,10.0,0.5720000000000001,0.0,0.1,0.25,3.2,5.6,0.583,4.4,7.9,12.3,0.9,1.7,1.8,2.2,3.1,14.8,-4.03,2012,PF,22,7.7,0.8,0.7,1.0,10.2
Courtney Fortson,Arkansas,47.0,46.0,33.0,5.3,13.4,0.397,4.1,9.6,0.431,1.2,3.8,0.311,4.1,6.1,0.677,1.6,3.8,5.4,5.9,1.2,0.1,4.7,2.7,16.0,4.49,2012,PG,23,1.5,1.0,0.3,0.0,3.5
Jimmer Fredette,BYU,139.0,102.0,29.6,6.0,13.3,0.455,3.9,7.8,0.4970000000000001,2.1,5.4,0.394,4.5,5.1,0.882,0.5,2.1,2.6,3.7,1.2,0.1,2.5,1.2,18.7,3.56,2012,PG,22,1.2,1.8,0.5,0.0,7.6
Mickell Gladness,Alabama A&M,85.0,83.0,26.8,2.6,5.8,0.442,2.6,5.8,0.445,0.0,0.0,0.0,2.1,3.2,0.667,1.6,5.4,7.0,0.5,0.6,4.7,1.6,2.6,7.3,-11.93,2012,PF,25,2.2,0.2,0.2,0.8,2.2
Andrew Goudelock,College of Charleston,140.0,124.0,32.8,6.8,14.9,0.457,4.0,8.1,0.494,2.8,6.8,0.413,1.9,2.2,0.838,0.6,2.7,3.3,3.0,0.9,0.3,2.2,1.5,18.4,-2.92,2012,SG,23,0.8,0.5,0.1,0.0,4.4
Jordan Hamilton,Lehigh,93.0,38.0,14.8,1.5,3.5,0.425,0.9,1.6,0.547,0.6,1.9,0.324,0.7,1.0,0.753,0.5,0.9,1.4,0.5,0.3,0.3,0.7,1.7,4.3,-6.72,2012,SF,21,2.4,0.8,0.2,0.1,4.4
Justin Harper,Richmond,137.0,96.0,22.9,3.9,8.1,0.483,2.6,4.7,0.557,1.3,3.4,0.382,1.5,2.1,0.711,1.4,3.3,4.8,0.7,0.6,0.8,1.3,2.2,10.6,2.46,2012,PF,22,0.9,0.1,0.1,0.2,1.4
Josh Harrellson,Kentucky,94.0,40.0,15.8,2.0,3.6,0.5489999999999999,1.9,3.3,0.5710000000000001,0.1,0.3,0.31,0.6,1.0,0.649,1.9,2.8,4.7,0.4,0.5,0.9,0.6,1.4,4.7,6.85,2012,PF,22,3.9,0.3,0.6,0.5,4.4
Terrel Harris,Oklahoma State,134.0,89.0,26.4,3.3,7.5,0.44,2.1,4.3,0.494,1.1,3.1,0.366,2.1,2.6,0.815,1.1,2.8,3.8,1.5,1.3,0.2,2.1,2.9,9.8,7.03,2012,SG,24,2.3,1.2,0.4,0.1,3.6
Tobias Harris,Tennessee,34.0,33.0,29.2,5.4,11.8,0.46,4.8,9.6,0.4970000000000001,0.7,2.2,0.303,3.8,5.0,0.753,2.0,5.3,7.3,1.3,0.7,0.9,1.8,2.1,15.3,8.73,2012,SF,19,2.4,0.5,0.3,0.2,5.0
Cory Higgins,Colorado,132.0,131.0,33.9,4.9,10.6,0.467,4.0,7.9,0.509,0.9,2.7,0.34700000000000003,4.3,5.2,0.825,0.7,3.4,4.1,2.4,1.5,0.4,2.3,2.3,15.2,6.28,2012,PG,22,0.9,0.9,0.1,0.2,3.9
Darington Hobson,New Mexico,35.0,35.0,33.6,5.5,12.5,0.44,4.4,9.5,0.465,1.1,3.1,0.361,3.7,5.7,0.653,2.1,7.1,9.3,4.6,1.3,0.4,3.0,1.9,15.9,3.84,2012,SG,24,0.6,1.2,0.0,0.0,0.8
Tyler Honeycutt,UCLA,59.0,51.0,31.7,3.6,8.4,0.431,2.5,5.3,0.473,1.1,3.1,0.359,2.0,2.9,0.684,1.7,5.2,6.9,2.8,1.2,1.7,2.8,1.9,10.3,7.9,2012,SF,21,0.9,0.5,0.3,0.2,1.3
Dennis Horner,NC State,128.0,46.0,20.3,2.3,4.9,0.468,1.6,3.1,0.535,0.7,1.9,0.358,1.5,2.0,0.7809999999999999,0.9,2.0,2.9,0.9,0.5,0.5,0.9,1.7,6.8,7.87,2012,PF,23,0.6,0.0,0.0,0.0,0.6
Kyrie Irving,Duke,11.0,8.0,27.5,5.0,9.5,0.529,3.4,5.9,0.569,1.6,3.5,0.462,5.8,6.5,0.901,0.5,2.8,3.4,4.3,1.5,0.5,2.5,2.1,17.5,8.31,2012,PG,19,3.7,5.4,1.1,0.4,18.5
Reggie Jackson,Boston College,99.0,52.0,28.0,4.6,9.9,0.465,3.4,6.4,0.527,1.2,3.5,0.35100000000000003,2.3,3.0,0.753,1.4,3.0,4.4,3.5,0.8,0.5,2.1,1.7,12.7,7.25,2012,PG,21,1.2,1.6,0.6,0.0,3.1
Charles Jenkins,Hofstra,128.0,128.0,35.9,6.6,14.5,0.456,5.2,10.8,0.482,1.4,3.7,0.382,5.0,6.2,0.8109999999999999,1.0,3.3,4.3,3.8,1.7,0.6,3.0,2.5,19.6,-1.45,2012,PG,22,1.3,3.3,0.6,0.1,5.8
Carldell Johnson,Alabama-Birmingham,96.0,85.0,28.7,2.0,4.8,0.405,1.0,2.5,0.409,0.9,2.4,0.401,0.8,1.1,0.716,0.6,1.7,2.3,5.0,2.3,0.0,1.6,2.2,5.7,3.99,2012,PG,29,0.6,1.5,0.5,0.0,1.8
Ivan Johnson,Oregon,28.0,6.0,16.1,2.9,5.9,0.5,2.9,5.7,0.513,0.0,0.1,0.0,1.6,2.5,0.634,1.0,2.2,3.2,0.4,0.9,0.3,1.7,3.0,7.5,6.85,2012,PF,27,4.0,0.6,0.8,0.3,6.4
JaJuan Johnson,Purdue,140.0,119.0,27.5,5.0,10.1,0.501,4.9,9.6,0.512,0.1,0.4,0.25,3.5,4.7,0.743,2.0,4.1,6.1,0.7,0.7,1.9,1.3,1.8,13.7,7.64,2012,PF,22,1.6,0.2,0.1,0.4,3.2
Cory Joseph,Texas,36.0,36.0,32.4,3.8,8.9,0.422,2.3,5.4,0.429,1.4,3.5,0.413,1.4,2.0,0.6990000000000001,0.6,2.9,3.6,3.0,1.0,0.3,1.5,1.8,10.4,7.96,2012,PG,20,0.9,1.2,0.2,0.1,2.0
Brandon Knight,Kentucky,38.0,38.0,35.9,5.7,13.5,0.423,3.4,7.4,0.461,2.3,6.1,0.377,3.6,4.5,0.795,0.7,3.4,4.0,4.2,0.7,0.2,3.2,2.2,17.3,8.91,2012,PG,20,3.2,3.8,0.7,0.2,12.8
Malcolm Lee,UCLA,94.0,65.0,26.7,3.3,7.5,0.441,2.6,4.8,0.5329999999999999,0.8,2.7,0.278,2.3,3.2,0.7170000000000001,0.8,2.2,3.0,2.0,0.8,0.2,1.7,2.0,9.7,7.66,2012,SG,21,1.4,1.6,0.4,0.2,3.3
Kawhi Leonard,San Diego State,70.0,69.0,31.9,5.4,12.0,0.449,4.8,9.7,0.4970000000000001,0.6,2.3,0.25,2.8,3.7,0.7440000000000001,3.3,6.9,10.2,2.2,1.4,0.6,2.2,2.5,14.1,5.29,2012,SF,20,5.1,1.1,1.3,0.4,7.9
Travis Leslie,Georgia,90.0,68.0,26.1,4.6,9.6,0.482,4.4,9.0,0.4920000000000001,0.2,0.6,0.333,2.7,3.7,0.743,2.7,3.4,6.1,2.1,1.1,0.7,2.0,1.8,12.2,6.56,2012,SG,21,0.9,0.5,0.2,0.2,1.4
Jon Leuer,Wisconsin,123.0,68.0,22.8,4.2,8.7,0.482,3.4,6.5,0.521,0.8,2.2,0.368,2.0,2.7,0.723,1.3,3.2,4.5,1.1,0.4,0.7,1.2,1.6,11.2,8.06,2012,PF,22,2.6,0.5,0.3,0.4,4.7
DeAndre Liggins,Kentucky,100.0,29.0,21.9,1.9,4.8,0.407,1.3,2.9,0.455,0.6,1.9,0.332,1.3,2.0,0.643,0.5,2.5,3.0,2.1,0.9,0.5,1.5,1.9,5.8,6.85,2012,SF,23,0.9,0.3,0.4,0.0,1.9
Shelvin Mack,Butler,108.0,107.0,31.2,4.8,11.4,0.419,2.8,5.8,0.48,2.0,5.6,0.35700000000000004,2.6,3.4,0.755,0.8,3.4,4.2,3.3,1.1,0.1,2.2,1.9,14.1,4.05,2012,PG,21,1.4,2.0,0.4,0.0,3.6
Darius Morris,Michigan,67.0,53.0,29.8,3.8,8.0,0.469,3.4,6.5,0.528,0.3,1.5,0.223,2.0,2.9,0.695,0.7,2.3,2.9,4.8,0.8,0.1,2.3,2.0,9.9,10.03,2012,PG,21,0.8,1.1,0.1,0.0,2.4
Marcus Morris,Kansas,109.0,90.0,24.0,4.7,8.4,0.555,4.3,7.3,0.585,0.4,1.1,0.358,2.9,4.3,0.66,2.4,3.8,6.2,1.3,0.9,0.4,1.6,2.6,12.6,7.92,2012,PF,22,0.9,0.2,0.1,0.1,2.4
Markieff Morris,Kansas,109.0,43.0,19.3,3.1,5.7,0.5529999999999999,2.8,4.8,0.579,0.3,0.9,0.404,1.9,2.9,0.653,2.0,4.1,6.1,1.2,0.6,0.9,1.6,2.7,8.5,7.92,2012,PF,22,4.4,1.0,0.7,0.7,7.4
Daniel Orton,Kentucky,38.0,0.0,13.2,1.3,2.4,0.527,1.3,2.3,0.539,0.0,0.1,0.0,0.9,1.7,0.524,1.2,2.1,3.3,0.4,0.6,1.4,1.0,2.3,3.4,6.82,2012,PF,21,2.4,0.3,0.5,0.6,2.8
Jeremy Pargo,Gonzaga,134.0,103.0,28.7,3.4,7.3,0.465,2.9,5.5,0.515,0.6,1.8,0.311,1.9,2.7,0.7040000000000001,0.5,2.9,3.4,4.4,1.3,0.1,2.7,1.9,9.3,3.62,2012,PG,25,0.8,1.3,0.3,0.0,2.9
Chandler Parsons,Florida,142.0,81.0,27.9,3.7,7.8,0.477,2.6,4.6,0.575,1.1,3.2,0.337,1.7,2.8,0.611,1.9,4.1,6.0,2.4,0.9,0.3,1.6,2.0,10.2,5.9,2012,SF,23,4.8,2.1,1.2,0.5,9.5
Ryan Reid,Florida State,126.0,66.0,20.2,1.9,3.8,0.495,1.9,3.8,0.494,0.0,0.0,1.0,1.2,2.0,0.604,1.7,2.2,3.9,0.7,0.5,0.6,1.6,1.9,5.0,7.66,2012,PF,25,0.4,0.0,0.0,0.0,1.6
Josh Selby,Kansas,26.0,11.0,20.4,2.8,7.4,0.373,1.5,3.8,0.384,1.3,3.6,0.362,1.1,1.4,0.757,0.4,1.8,2.2,2.2,0.8,0.0,2.0,1.7,7.9,7.62,2012,PG,20,0.5,1.1,0.3,0.0,2.3
Iman Shumpert,Georgia Tech,92.0,91.0,31.3,4.2,10.6,0.396,3.0,6.7,0.45,1.2,4.0,0.305,3.1,4.1,0.738,1.1,3.4,4.5,4.2,2.3,0.2,3.0,2.7,12.7,7.34,2012,PG,21,3.2,2.8,1.7,0.1,9.5
Chris Singleton,Florida State,95.0,91.0,29.1,3.5,8.4,0.419,2.4,5.1,0.476,1.1,3.3,0.33,2.1,3.5,0.5920000000000001,2.0,4.2,6.2,1.5,1.9,1.4,2.4,3.1,10.3,7.05,2012,SF,22,3.5,0.7,1.1,0.5,4.6
Donald Sloan,Texas A&M,138.0,103.0,28.0,3.8,8.8,0.428,2.9,6.3,0.464,0.8,2.5,0.336,2.7,3.6,0.732,0.5,2.7,3.3,2.7,0.6,0.1,1.9,1.4,11.0,7.13,2012,PG,24,2.0,3.2,0.4,0.1,5.5
Greg Smith,Delaware State,49.0,24.0,10.8,1.1,2.7,0.391,0.9,2.5,0.371,0.1,0.2,0.667,0.2,0.3,0.688,0.7,0.9,1.7,0.2,0.3,0.3,0.4,1.6,2.5,-6.19,2012,C,21,2.5,0.1,0.3,0.6,1.8
Jerry Smith,Louisville,138.0,111.0,23.7,2.9,6.3,0.454,1.4,2.4,0.56,1.5,3.9,0.389,1.4,2.0,0.73,0.9,2.2,3.1,1.7,1.3,0.2,1.4,2.1,8.7,8.02,2012,PG,24,1.4,0.8,1.0,0.0,1.4
Nolan Smith,Duke,143.0,97.0,26.9,4.7,10.4,0.448,3.5,7.3,0.482,1.2,3.2,0.368,2.9,3.6,0.8,0.8,2.0,2.8,2.8,1.0,0.1,2.0,1.9,13.4,8.97,2012,PG,23,1.3,1.4,0.4,0.1,3.8
Greg Stiemsma,Wisconsin,95.0,7.0,10.0,1.1,2.0,0.545,1.1,2.0,0.5529999999999999,0.0,0.0,0.0,0.5,0.6,0.759,0.7,1.6,2.3,0.8,0.2,1.0,0.7,1.6,2.7,7.63,2012,C,26,3.2,0.5,0.7,1.5,2.9
Julyan Stone,UTEP,138.0,129.0,30.9,1.8,4.3,0.425,1.5,2.9,0.504,0.4,1.4,0.265,1.8,2.9,0.617,0.7,4.8,5.5,5.2,1.5,0.4,1.9,2.3,5.8,2.3,2012,SG,23,1.1,1.7,0.4,0.3,1.6
Isaiah Thomas,Washington,105.0,104.0,30.4,5.3,12.4,0.426,3.7,7.6,0.49,1.6,4.8,0.325,4.3,6.0,0.713,0.7,2.8,3.5,4.0,1.2,0.1,2.7,2.0,16.4,7.81,2012,PG,22,2.6,4.1,0.8,0.1,11.5
Malcolm Thomas,Louisiana-Monroe,39.0,29.0,26.5,3.8,9.9,0.387,2.6,6.6,0.39,1.3,3.3,0.38,1.8,2.4,0.772,1.4,2.7,4.1,0.7,1.1,0.3,1.7,2.3,10.8,-4.25,2012,PF,23,1.0,0.3,0.3,0.3,0.3
Trey Thompkins,Georgia,89.0,81.0,29.5,6.0,12.8,0.469,5.1,10.3,0.496,0.9,2.5,0.35700000000000004,2.8,3.8,0.7290000000000001,2.0,5.8,7.8,1.4,1.0,1.3,2.6,2.2,15.7,6.56,2012,C,21,1.0,0.1,0.1,0.1,2.4
Klay Thompson,Washington State,98.0,96.0,34.4,6.1,14.4,0.424,3.6,8.1,0.45,2.5,6.3,0.39,3.2,3.9,0.8270000000000001,0.9,3.9,4.8,2.6,1.3,0.8,2.9,2.5,17.9,6.32,2012,SG,21,2.4,2.0,0.7,0.3,12.5
Mychel Thompson,Pepperdine,128.0,114.0,29.1,3.8,10.7,0.35700000000000004,2.3,6.1,0.38,1.5,4.6,0.326,1.9,2.5,0.76,1.3,3.0,4.3,1.6,1.1,0.6,1.7,2.1,11.0,1.05,2012,SG,23,1.0,1.4,0.4,0.2,3.6
Tristan Thompson,North Texas,128.0,99.0,25.5,3.6,8.2,0.439,2.2,4.6,0.472,1.4,3.6,0.396,4.1,5.0,0.816,0.6,2.1,2.8,1.3,0.6,0.1,1.7,1.8,12.7,-3.82,2012,PF,20,6.5,0.5,0.5,1.0,8.2
Edwin Ubiles,Siena,131.0,121.0,31.5,6.0,12.1,0.4970000000000001,5.2,9.8,0.53,0.8,2.2,0.353,2.0,3.0,0.672,1.2,3.1,4.3,2.1,1.2,0.7,2.1,1.2,14.8,-1.63,2012,SF,25,2.5,0.3,0.3,0.3,3.5
Nikola Vucevic,USC,87.0,67.0,27.7,4.2,8.3,0.509,3.8,6.9,0.551,0.4,1.4,0.303,2.2,2.9,0.746,2.4,5.5,8.0,1.1,0.5,1.1,1.5,2.4,11.1,7.86,2012,C,21,4.8,0.6,0.4,0.7,5.5
Kemba Walker,UConn,111.0,77.0,32.9,5.2,12.2,0.428,4.1,8.7,0.469,1.1,3.5,0.326,4.5,5.8,0.7829999999999999,1.0,3.4,4.4,4.1,1.7,0.3,2.3,1.5,16.1,9.39,2012,PG,21,3.5,4.4,0.9,0.3,12.1
Chris Wright,Dayton,123.0,116.0,27.0,4.8,9.8,0.489,4.6,8.9,0.515,0.2,0.9,0.229,3.2,4.8,0.662,2.4,4.8,7.2,1.2,0.8,1.3,2.5,2.6,13.0,3.66,2012,SF,23,1.9,0.2,0.3,0.5,2.9
Quincy Acy,Baylor,139.0,66.0,25.1,3.6,6.0,0.602,3.6,6.0,0.604,0.0,0.1,0.429,2.5,3.6,0.708,2.2,3.8,6.0,0.6,0.7,1.3,1.5,2.6,9.8,7.2,2013,PF,22,2.7,0.4,0.4,0.5,4.0
Harrison Barnes,UNC,75.0,73.0,29.3,5.8,13.6,0.43,4.3,9.1,0.469,1.5,4.4,0.349,3.1,4.3,0.7340000000000001,2.0,3.5,5.5,1.3,0.9,0.4,1.9,1.9,16.3,8.61,2013,SF,20,4.1,1.2,0.6,0.2,9.2
